名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
中国移动(中天通讯指定专营店),生活服务,电讯营业厅,中国移动营业厅,公园街与前进东路交叉口南50米,陕西省,西安市,阎良区,109.2291346,34.66727848
古·尚摄影(阎良旗舰店),生活服务,摄影冲印店,摄影冲印,胜利路113号2楼,陕西省,西安市,阎良区,109.2240969,34.66388821
宫廷汉方美妆养生,生活服务,美容美发店,美容美发店,盛世华都5号楼1单元602室,陕西省,西安市,阎良区,109.2277996,34.66586896
凤东家电维修部,生活服务,维修站点,维修站点,胜利街161号附近,陕西省,西安市,阎良区,109.2237876,34.6657423
娟子美容会所,生活服务,美容美发店,美容美发店,新世纪对面,陕西省,西安市,阎良区,109.2268473,34.66750487
安然纳米养生馆,生活服务,美容美发店,美容美发店,文化东路盛世华都,陕西省,西安市,阎良区,109.2279816,34.66600495
格色风美发沙龙(文化东路),生活服务,美容美发店,美容美发店,文化东路北100米,陕西省,西安市,阎良区,109.2264704,34.66534458
好莱雅美发用品商行,生活服务,美容美发店,美容美发店,前进东路与前进西路交叉口东100米,陕西省,西安市,阎良区,109.2245667,34.6673824
无名精剪秀,生活服务,美容美发店,美容美发店,胜利街步行街西口北侧巷子,陕西省,西安市,阎良区,109.2245438,34.66663206
艾薇美容美发,生活服务,美容美发店,美容美发店,文化东路皇城丽都5号楼,陕西省,西安市,阎良区,109.2258443,34.66472571
赛维干洗(西安市阎良区中医医院东南),生活服务,洗衣店,洗衣店,前进东路盛世华都阎良新世纪购物广场,陕西省,西安市,阎良区,109.2269183,34.6670753
维娜美发(胜利街),生活服务,美容美发店,美容美发店,胜利路大市场,陕西省,西安市,阎良区,109.2243457,34.66662492
3只熊儿童摄影(阎良精品店),生活服务,摄影冲印店,摄影冲印,蓝波湾步行街1-08号,陕西省,西安市,阎良区,109.2300689,34.66491514
佐康专业祛痘(阎良店),生活服务,美容美发店,美容美发店,前进路新世纪农行斜对面200米,陕西省,西安市,阎良区,109.2280285,34.66767646
vivo体验店客户服务中心,生活服务,维修站点,维修站点,胜利街171号附近,陕西省,西安市,阎良区,109.2241257,34.66575954
米兰国际美发沙龙(文化东路),生活服务,美容美发店,美容美发店,文化东路66号东侧,陕西省,西安市,阎良区,109.2276547,34.66474089
友谊专业美发,生活服务,美容美发店,美容美发店,胜利路利鑫商贸步行街,陕西省,西安市,阎良区,109.225182,34.66616295
普丽缇莎美容,生活服务,美容美发店,美容美发店,文化东路2楼,陕西省,西安市,阎良区,109.2281357,34.66475118
纤指秀美甲彩妆(文化路店),生活服务,美容美发店,美容美发店,文化东路64号,陕西省,西安市,阎良区,109.2261464,34.66472792
四叶草美甲美妆SPA,生活服务,美容美发店,美容美发店,胜利街157号附近,陕西省,西安市,阎良区,109.2240917,34.66620811
绿洲洗衣(胜利街),生活服务,洗衣店,洗衣店,胜利街与文化东路交汇处,陕西省,西安市,阎良区,109.2237907,34.6650809
大块头美甲,生活服务,美容美发店,美容美发店,胜利路利鑫商贸一楼,陕西省,西安市,阎良区,109.2243238,34.66557286
名人发屋(胜利街),生活服务,美容美发店,美容美发店,胜利街与前进西路交叉口东南,陕西省,西安市,阎良区,109.2243847,34.66644112
美佳彩扩摄影,生活服务,摄影冲印店,摄影冲印,胜利路中段81号,陕西省,西安市,阎良区,109.224155,34.66224074
非凡大头贴影像工作室,生活服务,摄影冲印店,摄影冲印,教育巷26-1,陕西省,西安市,阎良区,109.2248702,34.66247406
丽雅·曼诗贝丹,生活服务,美容美发店,美容美发店,公园路蓝波湾小区门面1号1、2层,陕西省,西安市,阎良区,109.2293699,34.66472392
银座Vintage主题沙龙(阎良总店),生活服务,美容美发店,美容美发店,文化东路银座一店向西100米路南,陕西省,西安市,阎良区,109.2258003,34.66472768
玛萨美容院,生活服务,美容美发店,美容美发店,公园街与文化东路交叉口西150米,陕西省,西安市,阎良区,109.2279537,34.66492491
名匠形象(文化东路店),生活服务,美容美发店,美容美发店,公园街与文化东路交叉口西50米,陕西省,西安市,阎良区,109.2286948,34.66492635
俪真头皮养护(公园街),生活服务,美容美发店,美容美发店,公园路蓝波湾步行街1-3号,陕西省,西安市,阎良区,109.2297179,34.66491295
三星车行,生活服务,维修站点,维修站点,公园街与文化东路交叉口西北50米,陕西省,西安市,阎良区,109.2289058,34.66492548
杨旭造型,生活服务,美容美发店,美容美发店,文化东路盛世华都,陕西省,西安市,阎良区,109.2281027,34.664923
OST形象公社(阎良总店),生活服务,美容美发店,美容美发店,文化东路皇城丽都东120米路南,陕西省,西安市,阎良区,109.2266365,34.66465131
小雅乐发艺,生活服务,美容美发店,美容美发店,胜利街161号,陕西省,西安市,阎良区,109.2243917,34.66662395
梦梦理发店,生活服务,美容美发店,美容美发店,文化东路54号附近,陕西省,西安市,阎良区,109.2274657,34.66451398
完美甲艺,生活服务,美容美发店,美容美发店,文化东路蓝波湾向西五十米,陕西省,西安市,阎良区,109.2279147,34.66494487
前进制冷机电维修部,生活服务,维修站点,维修站点,前进东路与富阎路交叉口西50米,陕西省,西安市,阎良区,109.2286535,34.66772979
青青精剪,生活服务,美容美发店,美容美发店,富阎路与前进东路交叉口旁,陕西省,西安市,阎良区,109.2296037,34.66753351
独品造型(建秀大厦东),生活服务,美容美发店,美容美发店,凤凰路街道前进西路18号铁路医院对面(铁路医院斜对面),陕西省,西安市,阎良区,109.222423,34.667102
红叶专业美发(胜利街),生活服务,美容美发店,美容美发店,胜利街213号,陕西省,西安市,阎良区,109.2242555,34.66919352
专业美发(西安市阎良区中医医院东),生活服务,美容美发店,美容美发店,闫良区胜利路113号美丽家园,陕西省,西安市,阎良区,109.2269533,34.66772574
回首轩,生活服务,美容美发店,美容美发店,凤凰路街道胜利路火车站,陕西省,西安市,阎良区,109.2241235,34.66867889
金莎造型(文化东路),生活服务,美容美发店,美容美发店,公园街与文化东路交叉口西100米,陕西省,西安市,阎良区,109.2284118,34.66475834
崇文理发店,生活服务,美容美发店,美容美发店,胜利路大市场,陕西省,西安市,阎良区,109.2249939,34.66660141
三只熊儿童摄影,生活服务,摄影冲印店,摄影冲印,蓝波湾步行街1-08号,陕西省,西安市,阎良区,109.2300849,34.66493513
菲菲新娘馆,生活服务,美容美发店,美容美发店,公园街蓝波湾步行街2-9号,陕西省,西安市,阎良区,109.230948,34.66493458
阎良杨师傅家电维修,生活服务,维修站点,维修站点,文化西路阎良二中西10米,陕西省,西安市,阎良区,109.2227493,34.66491724
OST银座主题沙龙(阎良总店),生活服务,美容美发店,美容美发店,新华路街道文化路中段,陕西省,西安市,阎良区,109.2266795,34.66473926
