名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
中国中铁电气化局西铁工程家园,商务住宅,住宅区,住宅小区,石家街甲字9号,陕西省,西安市,新城区,108.9927392,34.29095833
百禾家园,商务住宅,住宅区,住宅小区,公园北路248号,陕西省,西安市,新城区,109.001044,34.28202881
胡家庙街道办事处社区服务中心,商务住宅,住宅区,社区中心,胡家庙街道金花北路369号小可以酒店北侧骏景园三期,陕西省,西安市,新城区,108.9914234,34.28465604
长兴园,商务住宅,住宅区,住宅小区,长缨北路18号,陕西省,西安市,新城区,109.0052219,34.28463807
星辰小区,商务住宅,住宅区,住宅小区,华清东路178号,陕西省,西安市,新城区,109.0023091,34.2873877
陕汽万寿小区,商务住宅,住宅区,住宅小区,胡家庙街道万寿北路66号,陕西省,西安市,新城区,109.0087776,34.28661559
董家门社区,商务住宅,住宅区,住宅小区,华清东路62号,陕西省,西安市,新城区,109.0075656,34.28774272
景怡鑫苑,商务住宅,住宅区,住宅小区,华清东路186号,陕西省,西安市,新城区,109.0017853,34.28849082
清水澜庭,商务住宅,住宅区,住宅小区,城东华清东路万寿北路站向西100米路南,陕西省,西安市,新城区,109.0067719,34.28886461
万寿北路72号院,商务住宅,住宅区,住宅小区,胡家庙街道万寿北路72号,陕西省,西安市,新城区,109.008419,34.28782214
华清佳苑,商务住宅,住宅区,住宅小区,华清东路136号,陕西省,西安市,新城区,109.0051857,34.28889337
华清东路西铁小区,商务住宅,住宅区,住宅小区,华清东路121号附近,陕西省,西安市,新城区,109.0059653,34.28954274
陕汽总厂福利区,商务住宅,住宅区,住宅区,兴工东路83-1号,陕西省,西安市,新城区,109.0057236,34.28562114
陕汽总厂小区,商务住宅,住宅区,住宅小区,兴工路21号,陕西省,西安市,新城区,109.0067612,34.28623077
星辰三府湾小区,商务住宅,住宅区,住宅小区,华清东路176号,陕西省,西安市,新城区,109.0018183,34.28656254
东郡·吾家,商务住宅,住宅区,住宅小区,兴工东路41号斜对面,陕西省,西安市,新城区,109.0040698,34.28515932
尹家街村,商务住宅,住宅区,住宅小区,华清东路与尹家街交叉口东南100米,陕西省,西安市,新城区,109.0047954,34.28870462
清华苑小区,商务住宅,住宅区,住宅小区,华清东路202号附近,陕西省,西安市,新城区,109.0022761,34.28911006
新城区人民法院干警住宅小区,商务住宅,住宅区,住宅小区,兴工路66号,陕西省,西安市,新城区,109.0032085,34.28496401
西安市火车站改造安置楼,商务住宅,商务住宅相关,商务住宅相关,万寿北路与华清东路交叉口西100米,陕西省,西安市,新城区,109.0088858,34.28950003
华旗·东郡,商务住宅,住宅区,住宅小区,兴工路东段128号,陕西省,西安市,新城区,109.0024657,34.28455443
电管局联合开发公司家属院,商务住宅,住宅区,住宅小区,长缨北路西150米,陕西省,西安市,新城区,109.0045091,34.28243614
电力设计院家属楼,商务住宅,住宅区,住宅小区,公园北路61号,陕西省,西安市,新城区,109.0035333,34.2819343
三府湾社区,商务住宅,住宅区,住宅小区,公园北路与兴工东路交叉口北150米,陕西省,西安市,新城区,109.0013663,34.28655591
华电小区,商务住宅,住宅区,住宅小区,长缨北路12号,陕西省,西安市,新城区,109.0058822,34.28263193
蒲电小区,商务住宅,住宅区,住宅小区,胡家庙街道长缨北路12号,陕西省,西安市,新城区,109.0058892,34.28258893
电力医院家属楼,商务住宅,住宅区,住宅区,长缨东路99号,陕西省,西安市,新城区,109.0050229,34.28216371
公园北路73号院,商务住宅,住宅区,住宅小区,胡家庙街道公园北路73号,陕西省,西安市,新城区,109.0021442,34.28312001
蒲城发电厂西安发电厂家属院,商务住宅,住宅区,住宅小区,长缨北路12号,陕西省,西安市,新城区,109.0054023,34.28271534
西安电力中心医院家属院,商务住宅,住宅区,住宅小区,长缨路99号,陕西省,西安市,新城区,109.0053635,34.28216768
西安地区东站单身宿舍楼项目部,商务住宅,住宅区,住宅区,华清东路135号附近,陕西省,西安市,新城区,109.0023059,34.29032545
储运公司家属院,商务住宅,住宅区,住宅区,兴工东路85-1号,陕西省,西安市,新城区,109.0015864,34.28553768
华清路铁路职工小区,商务住宅,住宅区,住宅小区,华清东路2229号,陕西省,西安市,新城区,109.0076071,34.2912221
公园北路71号小区,商务住宅,住宅区,住宅小区,公园北路71号,陕西省,西安市,新城区,109.0022667,34.28237995
西安电力树脂厂家属院,商务住宅,住宅区,住宅小区,胡家庙公园北路71号,陕西省,西安市,新城区,109.002199,34.28248611
中铁二十局六公司物资公司综合楼项目部,商务住宅,商务住宅相关,商务住宅相关,华清东路与尹家街交叉口西100米,陕西省,西安市,新城区,109.0031772,34.28956314
蒲城电厂办事处家属院,商务住宅,住宅区,住宅小区,长缨北路12号,陕西省,西安市,新城区,109.0052897,34.28275966
中铁二十局集团陕西物资有限公司职工公寓,商务住宅,住宅区,宿舍,胡家庙街道华清东路59号,陕西省,西安市,新城区,109.0020889,34.29009621
海纳物流,商务住宅,产业园区,产业园区,华清东路33-6号附近,陕西省,西安市,新城区,109.0117647,34.28952151
昆仑公寓(幸福北路),商务住宅,住宅区,住宅小区,幸福北路97号,陕西省,西安市,新城区,109.011611,34.28246196
向阳饮片厂家属院,商务住宅,住宅区,住宅小区,华清东路4号,陕西省,西安市,新城区,109.0168567,34.28874409
灞桥区十里铺安居小区,商务住宅,住宅区,住宅小区,十里铺南路与南影十路交叉口西北150米,陕西省,西安市,灞桥区,109.0194452,34.28858383
凯森福景美地,商务住宅,住宅区,住宅小区,华清东路21号,陕西省,西安市,灞桥区,109.0200515,34.29127298
众森佳苑,商务住宅,住宅区,住宅小区,城东华清东路1165号,陕西省,西安市,灞桥区,109.0180746,34.29013703
西咸新区华晨汽车产业园,商务住宅,产业园区,产业园区,华清东路,陕西省,西安市,灞桥区,109.0175815,34.29053226
