名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_L纬度
红旗连锁,购物服务,超级市场,超市,同和路37号黄忠小区1期,四川省,成都市,金牛区,104.0158509,30.68822541
金牛区黄忠辖区爱心慈善超市,购物服务,超级市场,超市,蜀汉路426号附18附近,四川省,成都市,金牛区,104.0151682,30.69127599
鲜鲜智家优鲜购,购物服务,超级市场,超市,蜀汉路289号锦城苑商厦B座5楼,四川省,成都市,金牛区,104.0177291,30.69172136
红旗超市(金域港湾分场),购物服务,超级市场,超市,蜀汉路349号附7-8号,四川省,成都市,金牛区,104.0107927,30.69639452
红旗连锁(620西藏邮苑便利店),购物服务,超级市场,超市,蜀明东路2号附16号,四川省,成都市,金牛区,104.0156722,30.6964921
舞东风(蜀汉分店),购物服务,超级市场,超市,蜀汉路278-280号,四川省,成都市,金牛区,104.0196096,30.68972489
红旗连锁(西域便利店),购物服务,超级市场,超市,蜀兴西街16号(蜀蓉路),四川省,成都市,金牛区,104.0243563,30.69054122
红旗超市(蜀兴中街分店),购物服务,超级市场,超市,蜀兴中街145号,四川省,成都市,金牛区,104.0249474,30.68981193
红旗超市(蜀兴南街便利店),购物服务,超级市场,超市,蜀兴南街2号附1号,四川省,成都市,金牛区,104.0205444,30.68955432
红旗超市(一品天下便利店),购物服务,超级市场,超市,一品天下大街280号,四川省,成都市,金牛区,104.0242335,30.69603901
007chain超市(云鼎店),购物服务,超级市场,超市,蜀兴中街131号,四川省,成都市,金牛区,104.0253022,30.68944513
红旗连锁(3208一品天下二便利店),购物服务,超级市场,超市,一品天下大街31-35号,四川省,成都市,金牛区,104.0195129,30.6926838
红旗超市(蜀通街分店),购物服务,超级市场,超市,长城小区蜀通街89号,四川省,成都市,金牛区,104.0276545,30.68851019
红旗超市(省高院便利店),购物服务,超级市场,超市,蜀汉路265号,四川省,成都市,金牛区,104.0195598,30.69070259
神之网咖连锁超市,购物服务,超级市场,超市,蜀汉路456号附近,四川省,成都市,金牛区,104.0277212,30.6896375
雅堂小超,购物服务,超级市场,超市,一品天下大街259附47号,四川省,成都市,金牛区,104.0236335,30.69672834
红旗连锁(6582同友路三分店),购物服务,超级市场,超市,同友路5号,四川省,成都市,金牛区,104.021551,30.68814213
红旗超市(蜀汉路24小时店),购物服务,超级市场,超市,蜀汉路221号,四川省,成都市,金牛区,104.0234067,30.68775013
天添鲜水果蔬菜连锁店,购物服务,超级市场,超市,五里墩东二巷与五里墩支路交叉口东南50米,四川省,成都市,金牛区,104.0340728,30.69099539
红旗超市(五里墩支路三便利店),购物服务,超级市场,超市,五里墩东二巷与五里墩支路交叉口东南50米,四川省,成都市,金牛区,104.0338645,30.69113785
红旗超市(金房苑店),购物服务,超级市场,超市,金房苑西路,四川省,成都市,金牛区,104.029885,30.69234751
红旗连锁(117花园福便利店),购物服务,超级市场,超市,蜀通街98-102号,四川省,成都市,金牛区,104.0293259,30.69054981
红旗超市(营康西路二分店),购物服务,超级市场,超市,营康西路29附19,四川省,成都市,金牛区,104.0305031,30.69055772
红旗超市(营康路便利店),购物服务,超级市场,超市,营康路6号,四川省,成都市,金牛区,104.0338766,30.68830712
红旗超市(营门口路便利店),购物服务,超级市场,超市,营门口路541-545号,四川省,成都市,金牛区,104.0329202,30.69566813
红旗超市(五里墩店),购物服务,超级市场,超市,五里墩支路240号,四川省,成都市,金牛区,104.0290108,30.69406902
红旗超市(蜀营街分场),购物服务,超级市场,超市,蜀营街55号附14号,四川省,成都市,金牛区,104.0301124,30.68948124
红旗连锁(营门口路3便利店),购物服务,超级市场,超市,营门口路280号附1-4号,四川省,成都市,金牛区,104.0315575,30.69556167
红旗超市(二五八分场),购物服务,超级市场,超市,金房苑西路45-47,四川省,成都市,金牛区,104.0361702,30.69615779
红旗超市(二环路西三段便利店),购物服务,超级市场,超市,二环路西三段117号,四川省,成都市,金牛区,104.0331269,30.68838498
奥林平价超市(营康西路),购物服务,超级市场,超市,营康西路148号,四川省,成都市,金牛区,104.0284607,30.69151666
职工便民超市,购物服务,超级市场,超市,五里墩路,四川省,成都市,金牛区,104.0288622,30.69558171
红旗超市(二环路西三段二分店),购物服务,超级市场,超市,蜀通街125号长城小区(蜀通街),四川省,成都市,金牛区,104.0322158,30.68765863
红旗连锁(055二环路西三段便利店),购物服务,超级市场,超市,二环路西三段30号附1号,四川省,成都市,金牛区,104.0358655,30.68746056
昊昊超市(营门口一店),购物服务,超级市场,超市,营门口路251号附21号,四川省,成都市,金牛区,104.0388615,30.68965333
凯德广场(沙湾店),购物服务,商场,购物中心,二环路北一段10号凯德广场(沙湾店)F4层,四川省,成都市,金牛区,104.0429834,30.69561609
摩尔百货,购物服务,商场,普通商场,沙湾路258号附近,四川省,成都市,金牛区,104.047242,30.69449843
芙蓉超市(营门口路),购物服务,超级市场,超市,营门口路107号附2号,四川省,成都市,金牛区,104.0403154,30.68722204
屈臣氏(凯德广场沙湾店),购物服务,超级市场,屈臣氏,二环路北一段10号凯德广场(沙湾店)F1层,四川省,成都市,金牛区,104.0424908,30.6956102
红旗超市(为民路便利店),购物服务,超级市场,超市,为民路39号,四川省,成都市,金牛区,104.0440547,30.69103485
好人家超市(光荣北路店),购物服务,超级市场,超市,光荣北路32号附12-13号,四川省,成都市,金牛区,104.0444208,30.688974
红旗连锁(1271金沙路分店),购物服务,超级市场,超市,光荣小区金沙路69号,四川省,成都市,金牛区,104.0422547,30.69076598
好益家生活超市,购物服务,超级市场,超市,金沙路164号附4号,四川省,成都市,金牛区,104.044665,30.6930066
舞东风(光荣北路分店),购物服务,超级市场,超市|购物服务,光荣北路74号,四川省,成都市,金牛区,104.0453772,30.68965162
金宏福超市,购物服务,超级市场,超市,金沙巷16号2、3号1层,四川省,成都市,金牛区,104.0400429,30.69218839
互利超市(金牛店),购物服务,便民商店/便利店,便民商店/便利店|购物服务,二环路北一段8号附1号,四川省,成都市,金牛区,104.0411875,30.69516037
红旗超市(光荣北路),购物服务,超级市场,超市,光荣北路86号附1号,四川省,成都市,金牛区,104.047717,30.69015046
红旗连锁(金沙路便利店),购物服务,超级市场,超市,金沙路15号1栋1层2号,四川省,成都市,金牛区,104.0404808,30.68877095
永辉超市(凯德广场沙湾店),购物服务,超级市场,超市,二环路北一段10号凯德广场(沙湾店)F2层,四川省,成都市,金牛区,104.0432128,30.69561458
优+商城(为民新居店),购物服务,超级市场,超市,光荣西路1号,四川省,成都市,金牛区,104.0393909,30.69122436
铭品超市(金沙北一路),购物服务,超级市场,超市,二环路北一段14号,四川省,成都市,金牛区,104.0438969,30.69617581
红旗超市(1067美华居24便利店),购物服务,超级市场,超市,二环路北一段113、115号,四川省,成都市,金牛区,104.0405822,30.69560855
红旗连锁(8258金鱼街便利店),购物服务,超级市场,超市,金鱼街7号兴元花园2期B区20-23号,四川省,成都市,金牛区,104.0389264,30.68709435
汇龙湾生活广场,购物服务,商场,购物中心,沙湾路1号,四川省,成都市,金牛区,104.050133,30.68733787
红旗超市,购物服务,超级市场,超市,沙湾东一路10号附11-14号,四川省,成都市,金牛区,104.0530957,30.69149628
红旗超市(圃园便利店),购物服务,超级市场,超市,圃园南二路3号附63号,四川省,成都市,金牛区,104.0514485,30.6938503
便利概念店,购物服务,超级市场,超市,沙湾东一路4-附10号附近,四川省,成都市,金牛区,104.0507992,30.6913937
红旗连锁(252长城花园便利店),购物服务,超级市场,超市,九里堤南路50号长城花园附2-6号,四川省,成都市,金牛区,104.0553286,30.69020282
祝福宣传超市,购物服务,超级市场,超市,圃园南二路6-附45号附近,四川省,成都市,金牛区,104.0511143,30.69445067
人人乐(沙湾店),购物服务,超级市场,超市,沙湾路266号攀钢大厦B1层,四川省,成都市,金牛区,104.0481747,30.69319311
小百货店,购物服务,商场,商场,沙洲街18栋附近,四川省,成都市,金牛区,104.0525192,30.68850274
红旗超市(九里堤分场),购物服务,超级市场,超市,九里堤南支路71、73、75、77号,四川省,成都市,金牛区,104.0561574,30.69633652
红旗超市(圃园便利店),购物服务,超级市场,超市,圃园路4号附16-17号,四川省,成都市,金牛区,104.0524659,30.69606833
永辉超市(汇龙湾生活广场),购物服务,超级市场,超市,沙湾路1号汇龙湾广场洛克中心2层,四川省,成都市,金牛区,104.0502437,30.68793438
惠园生鲜(西沙美景店),购物服务,超级市场,超市,二环路北一段68号附1号,四川省,成都市,金牛区,104.0498692,30.69656213
红旗连锁(3165九里堤中路二便利店),购物服务,超级市场,超市,九里堤南支路44号附近,四川省,成都市,金牛区,104.0560168,30.69535622
博力多(西沙美景店),购物服务,超级市场,超市,二环路北一段68号附1-3号,四川省,成都市,金牛区,104.0500857,30.69673262
金牛区邹明伦副食品超市,购物服务,超级市场,超市,二环路北一段26号附3号,四川省,成都市,金牛区,104.0485935,30.69662766
红旗连锁(106西二路便利店),购物服务,超级市场,超市,北站西二路18号附2-3号,四川省,成都市,金牛区,104.0634248,30.6912843
红旗超市(西二路便利店),购物服务,超级市场,超市,火车北站西二路32号,四川省,成都市,金牛区,104.0635515,30.69324921
红旗超市(106西二路便利店),购物服务,超级市场,超市,北站西二路18号附2-3号,四川省,成都市,金牛区,104.0634787,30.69106732
红旗超市,购物服务,超级市场,超市,白马寺西路17号,四川省,成都市,金牛区,104.063914,30.68994122
依依百货,购物服务,超级市场,超市,北站西二路36-附1号附近,四川省,成都市,金牛区,104.0631752,30.69360059
两兄弟副食商行,购物服务,超级市场,超市,北站西二路4号附11号,四川省,成都市,金牛区,104.0635427,30.68955893
博力多超市(府河店),购物服务,超级市场,超市,西北桥北街37栋1号附1-4号,四川省,成都市,金牛区,104.0604317,30.69050416
开心水果超市,购物服务,超级市场,超市,荷花池街道一环路北二段7号院西门,四川省,成都市,金牛区,104.0606393,30.68944632
红旗超市(西北桥北街分场),购物服务,超级市场,超市,西北桥北街1号41栋1-7号,四川省,成都市,金牛区,104.0606781,30.69103753
上邻生活超市,购物服务,超级市场,超市,西北桥街31号,四川省,成都市,金牛区,104.059811,30.68995839
顶上添花仓储批发,购物服务,超级市场,超市,府河大道7区附近,四川省,成都市,金牛区,104.0601441,30.69451775
红旗超市(白马寺街分店),购物服务,超级市场,超市,白马寺街16附35-36号附近,四川省,成都市,金牛区,104.0610376,30.6881473
天星微利百货店,购物服务,超级市场,超市,一环路北2段-3号-附3号,四川省,成都市,金牛区,104.0590666,30.68856523
天鑫微利超市,购物服务,超级市场,超市,一环路北二段3号附4号,四川省,成都市,金牛区,104.0590666,30.68856523
祥瑞超市(二环路北二段),购物服务,超级市场,超市,二环路北二段10号-1号,四川省,成都市,金牛区,104.0677519,30.69681591
万达广场(金牛店),购物服务,商场,购物中心,一环路北三段1号,四川省,成都市,金牛区,104.0721874,30.68906039
万达百货(金牛万达店),购物服务,商场,普通商场,一环路北三段1号,四川省,成都市,金牛区,104.0721415,30.68901446
金荷花美博城,购物服务,商场,普通商场,蓝光金荷花B座3栋,四川省,成都市,金牛区,104.0767224,30.69019953
蓝光金荷花·B2服装城,购物服务,商场,商场,肖家村二巷,四川省,成都市,金牛区,104.0753271,30.69022076
太阳广场A区,购物服务,商场,普通商场,人民北路二段198-附3号附近,四川省,成都市,金牛区,104.0710978,30.69383236
太阳广场荷花池第十二交易区,购物服务,商场,普通商场,人民北路二段198-附3号附近,四川省,成都市,金牛区,104.0710978,30.69383636
金牛之心荷花池广场销售中心,购物服务,商场,购物中心,北站东一路26-28号,四川省,成都市,金牛区,104.074469,30.6948834
旺马仕名品广场,购物服务,商场,购物中心|购物服务,北站东一路11号,四川省,成都市,金牛区,104.0734237,30.68992072
蓝光金荷花B座,购物服务,商场,普通商场,北站东一路18号,四川省,成都市,金牛区,104.0761001,30.6912116
铁旅商场,购物服务,商场,普通商场,人民北路二段9号铁道大酒店1层,四川省,成都市,金牛区,104.0701562,30.69353056
怡东商城,购物服务,商场,普通商场,荷花池东一区,四川省,成都市,金牛区,104.0772046,30.69599244
蓝光金荷花国际时装城,购物服务,商场,商场,北站东一路18号,四川省,成都市,金牛区,104.0746839,30.69133284
华润万家(城市超市店),购物服务,超级市场,华润,一环路北三段1号万达广场(金牛店)B1层,四川省,成都市,金牛区,104.0718938,30.68946051
成都铁路蓉铁大厦,商务住宅,楼宇,商务写字楼|购物服务,北站东一路83(距火车北站地铁站420米),四川省,成都市,金牛区,104.0740456,30.69518367
食品超市经营部,购物服务,超级市场,超市,肖二南巷与肖家村二巷交叉口北50米,四川省,成都市,金牛区,104.0719477,30.69064791
肆壹区,购物服务,超级市场,超市,肖三南巷68号,四川省,成都市,金牛区,104.0719906,30.69184731
好又来水果超市,购物服务,超级市场,超市,娇子大道一段122号,四川省,成都市,金牛区,104.0714075,30.69134617
屈臣氏(万达广场金牛店),购物服务,超级市场,屈臣氏,一环路北三段1号万达广场(金牛店)2F层2068B,四川省,成都市,金牛区,104.0729504,30.68809204
日兴百货,购物服务,超级市场,超市,肖家村一巷12幢1楼,四川省,成都市,金牛区,104.0726727,30.68994247
红旗连锁(1250肖家村二巷分场店),购物服务,超级市场,超市,肖家村二巷100号,四川省,成都市,金牛区,104.0736553,30.69027832
红旗超市(站前分场店),购物服务,超级市场,超市,二环路北二段8号附3号,四川省,成都市,金牛区,104.0680704,30.69682151
荷花池宏正广场东2区,购物服务,商场,普通商场,北站东二路荷花池宏正广场,四川省,成都市,金牛区,104.0760909,30.69647417
平价超市(肖四北一巷),购物服务,超级市场,超市,肖四北一巷4号附近,四川省,成都市,金牛区,104.0724497,30.69590594
实惠超市(二环路北三段),购物服务,超级市场,超市,二环路北三段394号附11号,四川省,成都市,金牛区,104.0749903,30.69625727
益州商城,购物服务,商场,普通商场,人民北路二段272号,四川省,成都市,金牛区,104.0714062,30.69642881
龙泉鲜水果,购物服务,超级市场,超市,北站西三巷4-附14号附近,四川省,成都市,金牛区,104.0689143,30.69066434
优佳,购物服务,超级市场,超市,肖四北一巷与肖家村四巷交叉口东北50米,四川省,成都市,金牛区,104.0724817,30.69491537
豪豪超市(二环路北三段),购物服务,超级市场,超市,二环路北三段390号,四川省,成都市,金牛区,104.0749733,30.6966521
荷花金池市场,购物服务,商场,普通商场,北站东二路18号,四川省,成都市,金牛区,104.0780686,30.69580583
007超市(红花店),购物服务,超级市场,超市,红花南路17号,四川省,成都市,金牛区,104.0825822,30.69261619
007chain超市红花店,购物服务,超级市场,超市,红花南路17号,四川省,成都市,金牛区,104.0826541,30.69269312
舞东风(红花路分店),购物服务,超级市场,超市,红花北路61-63号,四川省,成都市,金牛区,104.0837021,30.69421382
红旗超市(解放北路店),购物服务,超级市场,超市,解放路一段96-102号,四川省,成都市,金牛区,104.0836054,30.68955403
红旗超市(解放西路便利店),购物服务,超级市场,超市,解放西街10号附1号,四川省,成都市,金牛区,104.0808109,30.69034236
红旗超市(西南建材分场),购物服务,超级市场,超市,红花北路99-101号,四川省,成都市,金牛区,104.0842986,30.69504412
红旗超市,购物服务,超级市场,超市,解放路一段75号碧蔓汀8号楼1层1号,四川省,成都市,金牛区,104.0857286,30.69137614
红旗超市(解放路一段便利四店),购物服务,超级市场,超市,解放路一段83号附5-6号,四川省,成都市,金牛区,104.0856457,30.69205087
红旗超市(红花村分场),购物服务,超级市场,超市,红花村1号小区6栋附7-8号,四川省,成都市,金牛区,104.0783476,30.68767237
红旗连锁(8199平福路便利店),购物服务,超级市场,超市,平福路1号附1号-附7,四川省,成都市,金牛区,104.0832368,30.68737224
舞东风(恒福苑分店),购物服务,超级市场,超市|购物服务,泰宏路236号,四川省,成都市,金牛区,104.086838,30.68835107
红旗超市(泰宏街二分店),购物服务,超级市场,超市,泰宏街105、107号3栋1层9号,四川省,成都市,金牛区,104.0874146,30.68925543
红旗连锁(红花村便利店),购物服务,超级市场,超市,解放路一段2号附2号,四川省,成都市,金牛区,104.0798511,30.68716148
红旗超市(润泽园分场),购物服务,超级市场,超市,解放路一段202号,四川省,成都市,金牛区,104.087789,30.69623606
芙蓉兴盛便利超市(荷花池便利店),购物服务,超级市场,超市,先锋路与顺沙巷交叉口西50米,四川省,成都市,金牛区,104.0784495,30.68742041
512国际广场,购物服务,商场,购物中心,二环路北四段与二环高架路入口交叉口西北50米,四川省,成都市,成华区,104.0944852,30.69091318
红旗超市(二环路北四段便利店),购物服务,超级市场,超市,二环路北四段49号附21-22号,四川省,成都市,成华区,104.0917751,30.69224487
水果商贸部,购物服务,超级市场,超市,二环路北四段与高车一路交叉口西北50米,四川省,成都市,成华区,104.0918381,30.69224086
红旗超市(汇融名城便利店),购物服务,超级市场,超市,高车一路,四川省,成都市,成华区,104.0939102,30.69363895
红旗超市(三友路便利二店),购物服务,超级市场,超市,三友路229号,四川省,成都市,成华区,104.0918862,30.69021279
红旗超市(树蓓巷分场),购物服务,超级市场,超市,李家沱树蓓巷1号6幢1层,四川省,成都市,金牛区,104.0880063,30.68740707
红旗超市(蓝水湾店),购物服务,超级市场,超市,二环路北四段2号附67号,四川省,成都市,成华区,104.0965738,30.68905601
红旗超市(泰兴路),购物服务,超级市场,超市,泰宏街264-266号,四川省,成都市,成华区,104.0909907,30.68766913
成华区刘老杨超市,购物服务,超级市场,超市,二环路北四段2号附93号,四川省,成都市,成华区,104.0971597,30.68892011
联合一百亿多超市(解放路店),购物服务,超级市场,超市,解放路一段202号附8号,四川省,成都市,金牛区,104.0880179,30.69681072
红楼·56,购物服务,商场,购物中心,二环路刃具立交桥,四川省,成都市,成华区,104.1006055,30.68845579
鑫红星超市(新风店),购物服务,超级市场,超市,新风路怡福社区对面,四川省,成都市,成华区,104.1063973,30.69009297
红旗超市,购物服务,超级市场,超市,欣然二街35号附近,四川省,成都市,成华区,104.1024006,30.68913693
盛新超市,购物服务,超级市场,超市,欣然一街与欣然二街交叉口西南角浅水半岛B区旁,四川省,成都市,成华区,104.1034747,30.6890493
品全优生鲜超市(浅水半岛店),购物服务,超级市场,超市,八里小区新怡路30号,四川省,成都市,成华区,104.1034517,30.68915225
红旗超市(浅水半岛便利店),购物服务,超级市场,超市,二环路东一段14号新1号1幢1层114-115号,四川省,成都市,成华区,104.1009025,30.68762024
优+商城超市(浅水半岛店),购物服务,超级市场,超市,欣然一街浅水半岛三期一号门,四川省,成都市,成华区,104.1012326,30.68731246
平价蔬菜店,购物服务,超级市场,超市,文德路与桃蹊路交叉口西50米,四川省,成都市,成华区,104.1108281,30.68864504
红旗超市(八里小区分场),购物服务,超级市场,超市,新风路1号圣合苑1层,四川省,成都市,成华区,104.1092825,30.68702786
电池超市,购物服务,超级市场,超市,圣合巷与师友路交叉口北,四川省,成都市,成华区,104.1090623,30.68836512
汇美佳平价超市,购物服务,超级市场,超市,二仙桥西一巷与文德路交叉口西北100米,四川省,成都市,成华区,104.1120878,30.68775628
风扬超市(金珠苑店),购物服务,便民商店/便利店,便民商店/便利店|购物服务,二仙桥西一巷2号附8,四川省,成都市,成华区,104.1145403,30.68731326
民心超市(人民塘分店),购物服务,超级市场,超市,人民塘东二路39附5,四川省,成都市,成华区,104.1368713,30.69066436
红旗超市(华净路便利店),购物服务,超级市场,超市,华净路与民兴东路交叉口西南100米,四川省,成都市,成华区,104.145692,30.69076721
红旗超市(宜莱顿分场),购物服务,超级市场,超市,宝耳路8号宜莱顿总部基地2号1层,四川省,成都市,成华区,104.163627,30.69524021
宜佳超市(龙潭店),购物服务,超级市场,超市,龙潭寺宝耳国际大道,四川省,成都市,成华区,104.1654034,30.69607015
红旗超市(华泰路),购物服务,超级市场,超市,华泰路23号附2号,四川省,成都市,成华区,104.1645718,30.69616055
红旗连锁(成宏路便利店),购物服务,超级市场,超市,宝耳路与华泰路交汇处北50米,四川省,成都市,成华区,104.1645718,30.69616055
和美生活超市,购物服务,超级市场,超市,成济路3号附近,四川省,成都市,成华区,104.1751,30.68880575
红旗连锁龙洋堡济城便利店,购物服务,超级市场,超市,成宏路31号附近,四川省,成都市,成华区,104.1752058,30.69663732
贵春超市,购物服务,超级市场,超市,,四川省,成都市,成华区,104.22203,30.68847567
新都石板滩供销社第四门市,购物服务,超级市场,超市,解放村8组38号,四川省,成都市,新都区,104.2437244,30.69713826
黄土地超市,购物服务,超级市场,超市,市场北路与新洛路交叉口北50米,四川省,成都市,龙泉驿区,104.2891346,30.68806816
友邻副食酒水批发,购物服务,超级市场,超市,大同路与黄义路交叉口南50米,四川省,成都市,龙泉驿区,104.2887973,30.68806464
友邻购物,购物服务,超级市场,超市,市场北路与新洛路交叉口西南50米,四川省,成都市,龙泉驿区,104.288982,30.68775252
淮口服务区商场,购物服务,商场,普通商场,淮口镇沪蓉高速公路淮口服务区商城,四川省,成都市,金堂县,104.5639753,30.69123507
淮口服务区商场,购物服务,商场,普通商场,G42沪蓉高速附近,四川省,成都市,金堂县,104.5635241,30.68896049
众旺超市,购物服务,超级市场,超市,规划三路与规划H路交叉口东南50米,四川省,成都市,金堂县,104.5969025,30.68940777
胖姐批发超市,购物服务,超级市场,超市,淮口镇巴德社区环湖路25号,四川省,成都市,金堂县,104.5997694,30.69205416
万佳超市,购物服务,超级市场,超市,好医生连锁药房(环湖路北),四川省,成都市,金堂县,104.5995976,30.69260294
客来福超市,购物服务,超级市场,超市,淮口镇巴德小镇,四川省,成都市,金堂县,104.5997583,30.69431811
洪福超市,购物服务,超级市场,超市,吉林东路与规划H路交汇处西200米,四川省,成都市,金堂县,104.5997535,30.68905555
富民商场(万顺街),购物服务,商场,普通商场,南桥二路段,四川省,成都市,金堂县,104.6257575,30.68974062
百穗超市(中兴街),购物服务,超级市场,超市,万顺街高板车站出站口,四川省,成都市,金堂县,104.6275692,30.69116976
世纪华联超市(商业街),购物服务,超级市场,超市,万顺街与商业街交叉口北50米,四川省,成都市,金堂县,104.626766,30.69238918
诚全超市,购物服务,超级市场,超市,高板镇万顺街金堂高板车站,四川省,成都市,金堂县,104.625515,30.68991483
礼兵自选商场母婴店,购物服务,商场,商场|购物服务,君堂君乐路48号,四川省,成都市,金堂县,104.6268968,30.69103965
礼兵自选商场总店,购物服务,商场,普通商场,高板镇商业街87号,四川省,成都市,金堂县,104.6289099,30.69289826
荣兴便民超市,购物服务,超级市场,超市,中兴路享口福美食商场对面,四川省,成都市,金堂县,104.6298737,30.69071601
好日子超市,购物服务,超级市场,超市,高板镇商业街55号,四川省,成都市,金堂县,104.6281787,30.69271228
微薄利超市,购物服务,超级市场,超市,隆盛镇兴隆街167号,四川省,成都市,金堂县,104.6965488,30.69486378
堂堂超市,购物服务,超级市场,超市,隆盛镇新平街141号,四川省,成都市,金堂县,104.697606,30.69002031
世纪华联超市(隆盛店),购物服务,超级市场,超市,隆盛镇兴隆街喜洋洋幼儿园南400米,四川省,成都市,金堂县,104.6965219,30.69565846
如意超市,购物服务,超级市场,超市,桂龙街178号,四川省,成都市,金堂县,104.7762773,30.68924297
益嘉超市,购物服务,超级市场,超市,会龙镇场镇清泉街94号,四川省,德阳市,中江县,104.9830873,30.68897598
容妃超市,购物服务,超级市场,超市,商贸街41附近,四川省,德阳市,中江县,104.9831103,30.68799637
优廉超市,购物服务,超级市场,超市,商贸街90附近,四川省,德阳市,中江县,104.9830466,30.68756775
和美超市,购物服务,超级市场,超市,锦江乡白马村天民路360号农商银行对门,四川省,成都市,崇州市,103.6566044,30.68160155
倩倩超市,购物服务,超级市场,超市,白马路59-65号,四川省,成都市,崇州市,103.6572629,30.67981614
红旗超市(蓉台大道北段),购物服务,超级市场,超市,科技园蓉台大道北段222号,四川省,成都市,温江区,103.7938182,30.68131633
红旗超市(温江蓉台大道分厂),购物服务,超级市场,超市,蓉台大道北段9号附近,四川省,成都市,温江区,103.7938342,30.68136133
红旗超市(温江金府路中段分场),购物服务,超级市场,超市,金府路中段462号,四川省,成都市,温江区,103.7908055,30.68543105
红旗超市(温江科技园便利店),购物服务,超级市场,超市,柳台大道西段与锦绣大道北段交叉口西北100米,四川省,成都市,温江区,103.8037555,30.68296951
大大超市(学府路),购物服务,超级市场,超市,柳城学府路南段642号附3号2栋1层3号,四川省,成都市,温江区,103.8151548,30.67970023
红旗连锁,购物服务,超级市场,超市,中铁丽景书香小区一号门,四川省,成都市,温江区,103.8102343,30.68329366
锦鑫双层购物超市,购物服务,超级市场,超市,学府路南段642-附12号附近,四川省,成都市,温江区,103.814709,30.6794855
金宅世纪超市,购物服务,超级市场,超市,学府路588号海科名城内,四川省,成都市,温江区,103.8141479,30.67940351
红旗超市(温江海科名城便利店),购物服务,超级市场,超市,柳城街道学府路南段588号,四川省,成都市,温江区,103.8149535,30.67958091
红旗超市(温江学海路分场),购物服务,超级市场,超市,天府街办学海路88号,四川省,成都市,温江区,103.8102533,30.68338566
大自然杂货铺,购物服务,超级市场,超市,海科路东段688号28栋附107号学府尚郡3号门对面,四川省,成都市,温江区,103.8111763,30.67893033
红旗超市(温江海科路便利店),购物服务,超级市场,超市,天府街办海科路东段668,四川省,成都市,温江区,103.8123214,30.67880746
亿购超市(丽景书香店),购物服务,超级市场,超市,柳台大道东段中国移动旁,四川省,成都市,温江区,103.8083187,30.68449771
商会大厦商业中心,购物服务,商场,购物中心,南熏大道三段139号,四川省,成都市,温江区,103.8272405,30.68354008
红旗超市(西南财大店),购物服务,超级市场,超市,西南财经大学温江柳林校区南区学生街104-112号,四川省,成都市,温江区,103.8222546,30.68434333
A+1日用百货,购物服务,超级市场,超市,柳南七路与柳浪湾北一街交叉口西50米,四川省,成都市,温江区,103.8251523,30.68619194
乐尔乐特价批发超市,购物服务,超级市场,超市,柳城街道海科路东段88号商会大厦2楼附202号1-2-13,四川省,成都市,温江区,103.8271143,30.68317101
达康超市,购物服务,超级市场,超市,柳城柳南七路41号,四川省,成都市,温江区,103.8253556,30.68663012
成师商超,购物服务,超级市场,超市,海科路东段99成都师范学院内,四川省,成都市,温江区,103.8249522,30.67736557
福满佳超市(柳浪湾北二街),购物服务,超级市场,超市,柳浪湾北二街136-140,四川省,成都市,温江区,103.8262143,30.68720648
吃8方(创业店),购物服务,超级市场,超市|购物服务,柳浪湾北一街63号,四川省,成都市,温江区,103.8277314,30.68720233
e购,购物服务,超级市场,超市,柳城街道柳浪湾街136号,四川省,成都市,温江区,103.8266903,30.68567707
佳家乐超市(和平村医疗公共卫生服务站北),购物服务,超级市场,超市,柳城柳浪湾北一街139号,四川省,成都市,温江区,103.8260851,30.68666748
实惠超市,购物服务,超级市场,超市|购物服务,杨柳东路南段337号,四川省,成都市,温江区,103.8355662,30.67888176
红旗超市,购物服务,超级市场,超市,两河路西段65号,四川省,成都市,温江区,103.8343776,30.68580642
麦点超市(温江形象店),购物服务,超级市场,超市,柳城镇南江路664号,四川省,成都市,温江区,103.8399784,30.68544685
温江大润发综合超市(建设中),购物服务,超级市场,超市,凤溪大道南段与南江路交叉口西100米,四川省,成都市,温江区,103.8432135,30.68659311
红旗超市(温江政通西路分场店),购物服务,超级市场,超市,永兴路48号附近,四川省,成都市,温江区,103.8473962,30.68540791
新光天地,购物服务,商场,购物中心,光华大道3号,四川省,成都市,温江区,103.8565016,30.68497685
红旗超市(温江政通东路分场),购物服务,超级市场,超市,政通东路新华苑商业街1209-1213号,四川省,成都市,温江区,103.8538174,30.68072561
友好多超市(政通东路),购物服务,超级市场,超市,政通东路1121-1123,四川省,成都市,温江区,103.8557316,30.67958012
彩来超市送货,购物服务,超级市场,超市,政通东路1125号,四川省,成都市,温江区,103.8552378,30.67921552
莫瑞森,购物服务,超级市场,超市,政通西路附近,四川省,成都市,温江区,103.8494328,30.68411894
恒升昌生活超市,购物服务,超级市场,超市,政通东路附近,四川省,成都市,温江区,103.8557997,30.67870862
德盛福生鲜超市,购物服务,超级市场,超市,恒大城商铺-B-18号,四川省,成都市,温江区,103.850093,30.68460082
红旗超市(温江政通西路分场店),购物服务,超级市场,超市,政通西路59、61号恒大城楼盘69、70栋A21-A24,四川省,成都市,温江区,103.8501441,30.68412312
