名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_L纬度
舞东风(恒大城分店),购物服务,超级市场,超市,政通西路47号,四川省,成都市,温江区,103.8507682,30.68352942
万佳福超市(光华店),购物服务,超级市场,超市,光华大道三段1337号,四川省,成都市,温江区,103.8638335,30.68386985
加纳阳光(青藏牧场),购物服务,超级市场,超市,柳城镇人和路188号5栋附202,四川省,成都市,温江区,103.8619018,30.68368331
红旗超市(温江人和路便利店),购物服务,超级市场,超市,人和路188号11栋附101号,四川省,成都市,温江区,103.8615182,30.68448541
邻家超市(同兴东路),购物服务,超级市场,超市,同兴路东路109号,四川省,成都市,温江区,103.8674381,30.68676815
红旗超市(江浦路便利店),购物服务,超级市场,超市,清泉北街289号附近,四川省,成都市,温江区,103.877731,30.68498391
鲜e家生鲜超市,购物服务,超级市场,超市,华新路410号,四川省,成都市,温江区,103.8804803,30.6828272
麦博超市,购物服务,超级市场,超市,江浦路288号洲际亚洲湾内,四川省,成都市,温江区,103.8809886,30.68526648
果真天然,购物服务,超级市场,超市,光华大道三段公园大道小区790号,四川省,成都市,温江区,103.8785679,30.68171813
红运爱心超市(凤凰北大街),政府机构及社会团体,社会团体,慈善机构|购物服务,涌泉街办光华大道三段338号8栋1层,四川省,成都市,温江区,103.8880157,30.68168855
红旗连锁(江浦路二便利店),购物服务,超级市场,超市,滨河大道西50米,四川省,成都市,温江区,103.8865729,30.68603082
麦阁智慧生活立方,购物服务,超级市场,超市,滨河大道西50米,四川省,成都市,温江区,103.8867229,30.68614585
温江好又多(光华大道店),购物服务,超级市场,超市,凤凰北大街43号,四川省,成都市,温江区,103.8885978,30.68238351
红旗连锁(3150光华大道便利店),购物服务,超级市场,超市,光华大道三段118号,四川省,成都市,温江区,103.8914438,30.68068645
玮豪超市,购物服务,超级市场,超市,康河五组康河工业园区,四川省,成都市,青羊区,103.9080658,30.6823356
红旗超市(马厂社区便利店),购物服务,超级市场,超市,光华大道三段与光华大道二段交叉口北行150米路东,四川省,成都市,青羊区,103.9188794,30.67890647
青羊区贵红超市店,购物服务,超级市场,超市,光润一路78号4栋附114,四川省,成都市,青羊区,103.9213634,30.67770773
好运来连锁超市(青羊区购复副食店),购物服务,超级市场,超市,导航路351号附近,四川省,成都市,青羊区,103.9391782,30.67932572
快乐购购物中心(华严村卫生站西南),购物服务,超级市场,超市|购物服务,导航路附近,四川省,成都市,青羊区,103.9389388,30.67875039
红旗超市(成飞大道南段分场),购物服务,超级市场,超市,成飞大道南段365-369号,四川省,成都市,青羊区,103.956832,30.67809774
红旗超市(光华西二路便利店),购物服务,超级市场,超市,光华北六路与光华西二路交叉口东150米,四川省,成都市,青羊区,103.9532941,30.6775322
红旗超市(乌衣路分场),购物服务,超级市场,超市,乌衣路65-75号,四川省,成都市,青羊区,103.9663028,30.6803889
星光广场,购物服务,商场,商场,广富路与成飞大道交叉口西北200米,四川省,成都市,青羊区,103.9583184,30.68439532
红旗超市(光华北二路便利店),购物服务,超级市场,超市,光华北一路527号3栋附近,四川省,成都市,青羊区,103.9655892,30.67744011
万达广场(青羊店),购物服务,商场,购物中心,日月大道一段978号,四川省,成都市,青羊区,103.9720459,30.67842322
屈臣氏(万达广场),购物服务,超级市场,屈臣氏,日月大道一段978号万达广场F2层,四川省,成都市,青羊区,103.9701572,30.67850538
乐姿生活(青羊万达店),购物服务,超级市场,超市,日月大道1段978号万达广场F1,四川省,成都市,青羊区,103.9724306,30.67906586
红旗超市(清水路苑便利店),购物服务,超级市场,超市,西货站路312号清水路苑六组团50栋101-102号,四川省,成都市,青羊区,103.9744515,30.68351317
佳和超市(清水路苑店),购物服务,超级市场,超市,西货站路312号5栋附102号,四川省,成都市,青羊区,103.9751769,30.68588304
文新超市,购物服务,专卖店,烟酒专卖店|购物服务,金福路395号,四川省,成都市,青羊区,103.9830722,30.681781
红旗超市(翠微清波分场店),购物服务,超级市场,超市,金福路401-403号,四川省,成都市,青羊区,103.9829586,30.68171137
红旗超市(金福路便利店),购物服务,超级市场,超市,金福路429号1层,四川省,成都市,青羊区,103.9818486,30.68189656
红旗超市(蜀清路便利店),购物服务,超级市场,超市,翠微清波蜀清路246号,四川省,成都市,青羊区,103.9837029,30.68081057
007Chain超市苏坡店,购物服务,超级市场,超市,蜀清支路24号,四川省,成都市,青羊区,103.9830463,30.68055963
红旗超市(蜀鑫路便利店),购物服务,超级市场,超市,高新西区西源大道,四川省,成都市,青羊区,103.9829338,30.67916159
红旗连锁(蜀清支路便利店),购物服务,超级市场,超市,,四川省,成都市,青羊区,103.9837608,30.67852443
红旗超市(蜀清支路便利店),购物服务,超级市场,超市,蜀清路348号附近,四川省,成都市,青羊区,103.9837608,30.67852443
红旗超市(清水滨河路便利店),购物服务,超级市场,超市,清水滨河路139号,四川省,成都市,青羊区,103.9861542,30.67781262
西单商场(成都店),购物服务,商场,普通商场,苏坡东路12号,四川省,成都市,青羊区,103.9981012,30.67735463
舞东风(凯丽美域分店),购物服务,超级市场,超市,金祥路83号,四川省,成都市,青羊区,103.9931575,30.67879503
便民日用百货店,购物服务,超级市场,超市,蜀辉路与金鹏街交叉口南50米,四川省,成都市,青羊区,103.9965249,30.68188538
红旗连锁,购物服务,超级市场,超市,清江西路134号附2,四川省,成都市,青羊区,103.9954689,30.67984153
汇力金沙广场,购物服务,商场,普通商场,清波路169号,四川省,成都市,青羊区,103.9902259,30.68682027
红旗超市(金祥路),购物服务,超级市场,超市,苏坡东路16号附1-2号(大堂大厦一楼)西单商场旁,四川省,成都市,青羊区,103.9964085,30.6779875
红旗超市(蜀源路便利店),购物服务,超级市场,超市,金沙街道蜀源路105号,四川省,成都市,青羊区,104.0033337,30.68238442
红旗超市(金阳路二分场),购物服务,超级市场,超市,金阳路164号,四川省,成都市,青羊区,104.002152,30.68282981
么么生活超市(金沙店),购物服务,超级市场,超市,金凤路11号附3号5幢1层3号,四川省,成都市,青羊区,104.0049398,30.68028451
红旗超市(金阳路店),购物服务,超级市场,超市,金阳路106号,四川省,成都市,青羊区,104.00488,30.68145916
红旗超市,购物服务,超级市场,超市,蜀源路10号附15号,四川省,成都市,青羊区,104.0024121,30.6804531
浩阳超市,购物服务,便民商店/便利店,便民商店/便利店|购物服务,金凤路9号附7号,四川省,成都市,青羊区,104.0044985,30.67968512
红旗超市(金沙遗址便利店),购物服务,超级市场,超市,金沙遗址路26-30号,四川省,成都市,青羊区,104.0039822,30.6842506
阳皓超市,购物服务,超级市场,超市,金凤路9号附7号,四川省,成都市,青羊区,104.0045114,30.67961611
红旗超市,购物服务,超级市场,超市,蜀源路与金栖路交叉口北50米,四川省,成都市,青羊区,104.0010393,30.67881102
红旗连锁(蜀源路四便利店),购物服务,超级市场,超市,蜀源路5号附13号,四川省,成都市,青羊区,104.0014059,30.67949559
红旗超市(金沙新城分场),购物服务,超级市场,超市,金鹏街176号,四川省,成都市,青羊区,103.9991004,30.68144973
红旗超市,购物服务,超级市场,超市,金泽路1号附1、2号1层,四川省,成都市,青羊区,104.0029838,30.68682546
永辉超市(西单商场),购物服务,超级市场,超市,苏坡东路12号西单商场B1层,四川省,成都市,青羊区,103.9981979,30.67744329
红旗超市(金泽路便利店),购物服务,超级市场,超市,金泽路12、14号,四川省,成都市,青羊区,104.0075002,30.68542444
宜众生活仓储超市,购物服务,超级市场,超市,金沙遗址路88号负102号,四川省,成都市,青羊区,104.0004721,30.68599847
红旗超市(青羊大道五便利店),购物服务,超级市场,超市,青羊大道207号附34号,四川省,成都市,青羊区,104.0047805,30.67879666
红旗超市(清江西路2便利店),购物服务,超级市场,超市,蜀金路29号,四川省,成都市,青羊区,103.9985475,30.67859571
红旗超市(青羊大道三便利店),购物服务,超级市场,超市,青羊大道209号附1号,四川省,成都市,青羊区,104.007657,30.67806731
金沙生活广场,购物服务,商场,普通商场,金阳路14号,四川省,成都市,青羊区,104.0095181,30.67993489
红旗超市(锦西名宅店),购物服务,超级市场,超市,同盛路29号附10-11号,四川省,成都市,青羊区,104.0152513,30.6822159
庆祥超市,购物服务,超级市场,超市,同盛路与锦翠北路交叉口东南50米,四川省,成都市,青羊区,104.0161591,30.68198037
新农家生鲜超市(旗舰店),购物服务,综合市场,农副产品市场|购物服务,双清北路1号(包商银行),四川省,成都市,青羊区,104.017885,30.68211831
红旗超市(同和路店),购物服务,超级市场,超市,同和路99号附26号黄忠小区二期,四川省,成都市,金牛区,104.0148944,30.68681085
红旗超市(双清南路分场),购物服务,超级市场,超市,双清南路9号附2号,四川省,成都市,青羊区,104.0149297,30.67739503
红旗连锁(6289金阳路便利店),购物服务,超级市场,超市,金阳路14号附1号,四川省,成都市,青羊区,104.0082816,30.67979965
欧尚(金牛店),购物服务,超级市场,超市,蜀汉路98号,四川省,成都市,金牛区,104.0253693,30.68584609
沃尔玛(西城店),购物服务,超级市场,沃尔玛,石人北路50号,四川省,成都市,青羊区,104.0268595,30.67862284
红旗超市(四季春天分场),购物服务,超级市场,超市,双清北路9号附8-10号,四川省,成都市,青羊区,104.0197813,30.68345428
红旗超市(石人北路分场),购物服务,超级市场,超市,石人北路3-5号1层,四川省,成都市,青羊区,104.0260781,30.67773136
红旗超市(同善桥南街便利店),购物服务,超级市场,超市,同善桥南街6号附25号-26号,四川省,成都市,青羊区,104.0216827,30.68426553
红旗超市(同兴路便利店),购物服务,超级市场,超市,同心路47-53号,四川省,成都市,金牛区,104.0231955,30.6855887
奇可超市,购物服务,超级市场,超市|购物服务,石人西路58号,四川省,成都市,青羊区,104.0243449,30.67796499
红旗超市(石人北路便利店),购物服务,超级市场,超市,石人北路51号附31号一楼,四川省,成都市,青羊区,104.0265146,30.67959333
红旗超市(清溪东路分场),购物服务,超级市场,超市,清溪东路80号1幢5-8号,四川省,成都市,青羊区,104.0246568,30.67983629
红旗超市(同友路二便利店),购物服务,超级市场,超市,同友路103号附6号1层,四川省,成都市,青羊区,104.0188934,30.68466826
鑫顺佳超市,购物服务,超级市场,超市,清溪南街13号附1号,四川省,成都市,青羊区,104.0193121,30.67944344
如意华堂,购物服务,超级市场,超市,蜀汉路208号格林花园4栋3单元102号,四川省,成都市,金牛区,104.0222516,30.68702568
红旗连锁(116双清北路便利店),购物服务,超级市场,超市,双清北路9号附6号,四川省,成都市,金牛区,104.0202406,30.6862437
红旗超市(黄苑东街分店),购物服务,超级市场,超市,黄苑东街1号附24号,四川省,成都市,金牛区,104.0191364,30.68629382
齐缘超市,购物服务,超级市场,超市,石人西路29号,四川省,成都市,青羊区,104.0242563,30.67779631
利群超市(抚琴西路),购物服务,超级市场,超市,抚琴西路318号欣园小区(大门),四川省,成都市,金牛区,104.0290491,30.68360373
红旗超市,购物服务,超级市场,超市,抚琴西南街与营通巷交叉口西50米,四川省,成都市,金牛区,104.0342078,30.68189922
红旗超市(抚琴西路24小时店),购物服务,超级市场,超市,抚琴西路250号,四川省,成都市,金牛区,104.0302174,30.68295495
红旗超市(抚琴西路三分店),购物服务,超级市场,超市,抚琴西路228号1楼,四川省,成都市,金牛区,104.0312212,30.68221668
红旗连锁抚琴中路24小时店,购物服务,超级市场,超市,抚琴中街与营和巷交叉口东南50米,四川省,成都市,金牛区,104.0354181,30.6827888
红旗超市(金罗路便利店),购物服务,超级市场,超市,金罗路8号附2-3号,四川省,成都市,金牛区,104.0311436,30.67805577
